Unnamed: 0,Year,Mileage,Price,Make_Chevrolet,Make_Ford,Make_Honda,Make_Nissan,Make_Toyota,Model_Altima,Model_Camry,Model_Civic,Model_F-150,Model_Silverado,Condition_Excellent,Condition_Fair,Condition_Good
352,2017,21717,23914.25,True,False,False,False,False,True,False,False,False,False,True,False,False
353,2021,105673,15716.45,False,False,False,False,True,False,True,False,False,False,True,False,False
354,2019,13424,22328.8,False,True,False,False,False,False,False,True,False,False,True,False,False
355,2011,32459,29377.05,False,False,False,True,False,False,False,False,False,True,False,True,False
356,2019,105923,17703.949999999997,True,False,False,False,False,True,False,False,False,False,True,False,False
357,2016,91947,21402.65,False,True,False,False,False,True,False,False,False,False,True,False,False
358,2013,58045,26097.85,False,True,False,False,False,True,False,False,False,False,True,False,False
359,2016,125517,19724.15,False,False,True,False,False,False,True,False,False,False,True,False,False
360,2019,126523,16673.949999999997,False,False,False,False,True,False,False,True,False,False,True,False,False
361,2014,118261,22087.05,False,False,False,False,True,False,False,False,False,True,True,False,False
362,2014,72376,24381.1,False,False,True,False,False,False,False,False,False,True,True,False,False
363,2013,142970,21851.6,False,False,True,False,False,False,False,False,False,True,True,False,False
364,2012,140853,22957.45,False,False,True,False,False,False,True,False,False,False,True,False,False
365,2015,75691,23215.55,False,False,False,True,False,False,True,False,False,False,True,False,False
366,2016,100367,20981.75,False,False,True,False,False,False,False,False,False,True,False,False,True
367,2020,37051,20147.45,False,False,False,False,True,True,False,False,False,False,True,False,False
368,2018,141756,16912.3,False,True,False,False,False,False,False,False,False,True,True,False,False
369,2018,59531,21023.55,False,False,False,False,True,False,False,True,False,False,True,False,False
370,2019,46696,20665.1,True,False,False,False,False,False,False,False,True,False,True,False,False
371,2016,66677,22666.25,True,False,False,False,False,False,False,True,False,False,False,False,True
372,2016,39911,24004.55,False,False,False,True,False,False,False,False,True,False,False,False,True
373,2021,42395,18880.35,False,False,False,False,True,False,False,False,False,True,True,False,False
374,2013,28141,27592.95,False,False,True,False,False,False,False,False,False,True,True,False,False
375,2020,103522,16823.9,False,False,True,False,False,True,False,False,False,False,True,False,False
376,2017,120980,18951.1,False,True,False,False,False,False,True,False,False,False,False,True,False
377,2020,123309,15834.55,False,True,False,False,False,False,False,False,True,False,True,False,False
378,2020,132448,15377.6,True,False,False,False,False,False,False,False,True,False,False,True,False
379,2018,52704,21364.8,True,False,False,False,False,False,True,False,False,False,False,False,True
380,2014,149570,20521.6,False,False,False,False,True,False,True,False,False,False,True,False,False
381,2019,84918,18754.1,False,True,False,False,False,True,False,False,False,False,True,False,False
382,2014,138012,21099.300000000003,True,False,False,False,False,True,False,False,False,False,True,False,False
383,2018,118435,18078.35,False,True,False,False,False,False,True,False,False,False,True,False,False
384,2020,121125,15943.75,False,False,False,False,True,True,False,False,False,False,True,False,False
385,2014,44962,25752.0,False,True,False,False,False,False,False,True,False,False,True,False,False
386,2012,57881,27105.95,False,False,False,False,True,False,False,False,False,True,False,False,True
387,2016,130595,19470.15,False,False,True,False,False,False,False,False,False,True,False,False,True
388,2019,86855,18657.35,False,False,True,False,False,False,False,False,False,True,False,True,False
389,2018,42669,21866.55,False,True,False,False,False,False,False,False,True,False,True,False,False
390,2019,127210,16639.5,False,True,False,False,False,False,True,False,False,False,True,False,False
391,2022,111694,14415.4,False,True,False,False,False,False,False,False,False,True,False,False,True
392,2010,50056,29497.3,True,False,False,False,False,False,True,False,False,False,True,False,False
393,2011,102294,25885.4,False,True,False,False,False,False,False,False,False,True,False,True,False
394,2017,23363,23831.85,False,True,False,False,False,False,False,True,False,False,True,False,False
395,2011,30166,29491.8,False,False,False,False,True,True,False,False,False,False,True,False,False
396,2021,106594,15670.4,True,False,False,False,False,False,True,False,False,False,True,False,False
397,2016,48490,23575.4,False,True,False,False,False,False,False,False,False,True,False,False,True
398,2010,93271,27336.55,False,True,False,False,False,False,False,False,False,True,True,False,False
399,2017,40831,22958.55,False,True,False,False,False,False,False,False,False,True,False,False,True
400,2018,86192,19690.5,False,False,False,True,False,False,False,False,False,True,True,False,False
401,2014,44619,25769.05,True,False,False,False,False,False,False,False,False,True,True,False,False
402,2022,25928,18703.7,False,True,False,False,False,False,False,True,False,False,True,False,False
403,2013,43433,26828.35,False,False,False,True,False,False,True,False,False,False,False,False,True
404,2011,60548,27972.7,False,False,False,True,False,True,False,False,False,False,False,False,True
405,2014,90224,23488.7,False,False,True,False,False,True,False,False,False,False,False,False,True
406,2010,51134,29443.4,False,False,False,False,True,True,False,False,False,False,False,False,True
407,2017,63390,21830.5,False,False,True,False,False,False,False,False,False,True,True,False,False
408,2021,18104,20094.7,False,False,False,False,True,False,False,False,True,False,True,False,False
409,2016,89158,21542.1,False,False,False,True,False,False,False,True,False,False,False,True,False
410,2021,30611,19469.45,True,False,False,False,False,False,False,False,False,True,True,False,False
411,2014,121589,21920.65,True,False,False,False,False,False,True,False,False,False,True,False,False
412,2019,34918,21254.2,True,False,False,False,False,False,True,False,False,False,False,False,True
413,2020,99917,17004.15,False,False,False,False,True,False,False,False,True,False,False,True,False
414,2014,58887,25055.550000000003,False,False,True,False,False,True,False,False,False,False,True,False,False
415,2021,101862,15907.0,False,False,False,True,False,True,False,False,False,False,True,False,False
416,2014,51798,25410.2,False,False,True,False,False,False,True,False,False,False,True,False,False
417,2010,14502,31275.0,False,True,False,False,False,False,False,True,False,False,False,False,True
418,2016,101123,20943.95,False,False,True,False,False,True,False,False,False,False,True,False,False
419,2013,17912,28104.300000000003,False,False,True,False,False,False,True,False,False,False,True,False,False
420,2019,36297,21185.15,False,True,False,False,False,False,False,True,False,False,False,False,True
421,2020,11052,21447.5,False,False,True,False,False,False,False,False,False,True,True,False,False
422,2012,40442,27978.0,False,False,True,False,False,True,False,False,False,False,False,False,True
423,2011,19491,30025.55,False,False,True,False,False,False,True,False,False,False,False,False,True
424,2019,31246,21437.8,False,False,False,False,True,False,True,False,False,False,True,False,False
425,2010,97733,27113.35,True,False,False,False,False,False,True,False,False,False,False,False,True
426,2011,28108,29594.5,False,False,True,False,False,True,False,False,False,False,False,False,True
427,2010,59668,29016.7,False,False,False,False,True,False,False,True,False,False,True,False,False
428,2011,58163,28091.85,False,False,True,False,False,True,False,False,False,False,False,False,True
429,2022,60927,16953.65,False,False,True,False,False,True,False,False,False,False,True,False,False
430,2014,22980,26851.1,True,False,False,False,False,False,False,False,False,True,False,True,False
431,2014,19437,27028.15,False,False,True,False,False,False,True,False,False,False,False,False,True
432,2013,46895,26655.35,True,False,False,False,False,False,False,True,False,False,False,False,True
433,2015,27971,25601.45,True,False,False,False,False,False,False,False,False,True,True,False,False
434,2022,23865,18806.85,False,False,True,False,False,False,False,False,False,True,False,True,False
435,2021,102564,15871.9,True,False,False,False,False,False,False,False,True,False,True,False,False
436,2011,134783,24260.95,True,False,False,False,False,False,True,False,False,False,False,True,False
437,2020,133725,15313.85,True,False,False,False,False,False,False,False,True,False,False,False,True
438,2015,136557,20172.15,False,False,False,False,True,False,False,False,False,True,False,False,True
439,2019,93735,18313.35,False,False,False,True,False,True,False,False,False,False,False,False,True
440,2010,124705,25764.85,False,False,False,False,True,False,True,False,False,False,True,False,False
441,2011,121548,24922.5,False,False,False,True,False,False,False,False,False,True,True,False,False
442,2019,144647,15767.75,False,False,False,False,True,False,True,False,False,False,True,False,False
443,2012,71281,26436.05,False,False,False,False,True,False,True,False,False,False,False,False,True
444,2020,103321,16834.05,False,False,False,True,False,False,False,False,False,True,False,False,True
445,2014,110462,22477.0,False,True,False,False,False,False,True,False,False,False,False,False,True
446,2012,99189,25040.65,False,True,False,False,False,True,False,False,False,False,False,True,False
447,2022,19645,19017.65,False,True,False,False,False,False,False,False,False,True,True,False,False
448,2012,71988,26400.5,False,True,False,False,False,False,False,False,True,False,True,False,False
449,2011,27303,29634.95,True,False,False,False,False,False,False,False,True,False,False,False,True
450,2010,99101,27044.95,True,False,False,False,False,False,True,False,False,False,True,False,False
451,2016,71865,22406.65,True,False,False,False,False,False,True,False,False,False,True,False,False
452,2013,120835,22958.35,True,False,False,False,False,True,False,False,False,False,False,False,True
453,2011,123679,24816.15,False,True,False,False,False,False,True,False,False,False,False,True,False
454,2013,114176,23291.2,False,True,False,False,False,False,False,False,False,True,True,False,False
455,2021,14029,20298.45,False,True,False,False,False,False,True,False,False,False,False,True,False
456,2019,42231,20888.55,False,True,False,False,False,False,False,False,True,False,True,False,False
457,2018,27069,22646.65,False,False,False,True,False,False,True,False,False,False,False,False,True
458,2012,149613,22519.45,True,False,False,False,False,True,False,False,False,False,False,False,True
459,2017,70771,21461.55,False,False,True,False,False,False,False,False,False,True,True,False,False
460,2018,89682,19515.9,False,False,True,False,False,True,False,False,False,False,True,False,False
461,2016,70317,22484.25,True,False,False,False,False,False,False,False,True,False,True,False,False
462,2020,37236,20138.2,True,False,False,False,False,False,False,False,False,True,True,False,False
463,2019,63167,19841.65,False,False,True,False,False,False,False,False,False,True,True,False,False
464,2016,127662,19617.0,False,False,False,True,False,False,False,True,False,False,True,False,False
465,2010,105765,26711.85,False,False,False,False,True,False,False,True,False,False,True,False,False
466,2016,46605,23669.85,False,False,True,False,False,False,False,False,True,False,True,False,False
467,2010,109918,26504.2,False,False,True,False,False,True,False,False,False,False,True,False,False
468,2015,44741,24763.05,False,False,True,False,False,False,False,False,True,False,True,False,False
469,2020,64646,18767.8,True,False,False,False,False,True,False,False,False,False,False,True,False
470,2019,130681,16465.95,True,False,False,False,False,False,False,False,False,True,True,False,False
471,2021,121983,14900.749999999998,True,False,False,False,False,False,False,True,False,False,False,False,True
472,2016,12869,25356.65,False,False,False,False,True,True,False,False,False,False,True,False,False
473,2010,74570,28271.5,False,False,False,True,False,False,False,True,False,False,True,False,False
474,2016,125259,19737.05,False,False,True,False,False,False,True,False,False,False,False,True,False
475,2019,22474,21876.4,False,True,False,False,False,False,False,False,True,False,True,False,False
476,2018,17053,23147.45,False,True,False,False,False,False,True,False,False,False,False,True,False
477,2021,122651,14867.55,False,False,False,True,False,False,False,True,False,False,False,False,True
478,2021,130042,14498.0,False,False,True,False,False,False,False,False,False,True,False,False,True
479,2013,33515,27324.25,False,False,True,False,False,False,False,False,True,False,True,False,False
480,2012,101831,24908.55,False,True,False,False,False,True,False,False,False,False,True,False,False
481,2021,30893,19455.35,False,True,False,False,False,False,False,True,False,False,True,False,False
482,2014,33760,26312.1,True,False,False,False,False,False,False,False,True,False,False,False,True
483,2018,53638,21318.2,False,False,True,False,False,False,False,False,False,True,False,False,True
484,2010,134717,25264.15,False,True,False,False,False,True,False,False,False,False,True,False,False
485,2017,70870,21456.6,False,False,False,False,True,False,False,True,False,False,False,True,False
486,2022,147742,12613.0,False,True,False,False,False,False,False,False,True,False,True,False,False
487,2018,40594,21970.4,True,False,False,False,False,True,False,False,False,False,False,False,True
488,2014,24128,26793.6,False,False,False,False,True,False,False,False,False,True,False,True,False
489,2020,65285,18735.85,False,False,False,False,True,True,False,False,False,False,False,False,True
490,2017,22334,23883.4,True,False,False,False,False,False,True,False,False,False,True,False,False
491,2011,90734,26463.4,False,False,False,True,False,True,False,False,False,False,False,False,True
492,2012,129184,23540.9,False,True,False,False,False,False,False,False,False,True,True,False,False
493,2019,71338,19433.2,False,False,True,False,False,True,False,False,False,False,True,False,False
494,2015,120720,20964.1,False,False,False,False,True,False,False,False,False,True,False,True,False
495,2012,132012,23399.4,False,False,False,False,True,False,False,True,False,False,False,False,True
496,2014,55001,25249.95,False,False,False,True,False,False,False,False,False,True,True,False,False
497,2012,140142,22993.0,False,False,True,False,False,False,False,False,False,True,True,False,False
498,2022,62974,16851.2,False,False,False,True,False,False,True,False,False,False,False,True,False
499,2017,87569,20621.65,False,False,False,False,True,False,True,False,False,False,True,False,False
500,2021,98158,16092.2,False,False,False,False,True,False,False,True,False,False,True,False,False
501,2016,101330,20933.4,False,True,False,False,False,False,False,False,False,True,False,False,True
502,2011,87729,26613.55,False,False,False,False,True,False,False,False,True,False,True,False,False
503,2016,46914,23654.4,False,False,True,False,False,True,False,False,False,False,True,False,False
504,2014,27120,26644.1,False,True,False,False,False,False,False,False,True,False,True,False,False
505,2017,55739,22213.05,False,True,False,False,False,False,True,False,False,False,False,False,True
506,2015,131563,20421.95,False,False,False,True,False,False,True,False,False,False,False,False,True
507,2021,118937,15053.15,False,False,True,False,False,True,False,False,False,False,False,False,True
508,2013,109321,23533.95,False,False,False,True,False,False,False,False,True,False,True,False,False
509,2020,29755,20512.25,True,False,False,False,False,False,True,False,False,False,False,False,True
510,2020,25872,20706.4,False,False,False,True,False,False,True,False,False,False,True,False,False
511,2022,125945,13702.85,True,False,False,False,False,False,False,False,False,True,True,False,False
512,2019,63271,19836.55,True,False,False,False,False,False,False,False,False,True,False,True,False
513,2010,52941,29353.05,True,False,False,False,False,False,False,False,True,False,True,False,False
514,2014,119129,22043.55,False,False,False,False,True,True,False,False,False,False,True,False,False
515,2022,50136,17493.3,False,False,False,False,True,True,False,False,False,False,False,False,True
516,2018,42073,21896.35,False,False,False,False,True,False,False,True,False,False,True,False,False
517,2015,147849,19607.55,True,False,False,False,False,False,False,False,True,False,True,False,False
518,2017,37884,23105.8,False,False,False,True,False,False,False,False,True,False,False,True,False
519,2021,89782,16511.0,False,True,False,False,False,False,False,False,False,True,True,False,False
520,2018,127513,17624.35,True,False,False,False,False,False,True,False,False,False,True,False,False
521,2010,29791,30510.55,False,False,False,False,True,True,False,False,False,False,True,False,False
522,2017,42364,22881.8,True,False,False,False,False,False,False,False,False,True,True,False,False
523,2014,57943,25102.85,False,False,False,False,True,False,True,False,False,False,False,False,True
524,2014,135770,21211.6,False,True,False,False,False,False,False,False,True,False,False,False,True
525,2015,77740,23113.0,False,False,False,True,False,True,False,False,False,False,True,False,False
526,2012,26940,28653.1,True,False,False,False,False,False,False,False,False,True,False,False,True
527,2014,36210,26189.5,False,True,False,False,False,False,True,False,False,False,False,False,True
528,2017,66819,21659.15,True,False,False,False,False,False,False,False,True,False,True,False,False
529,2014,43424,25828.9,False,False,False,True,False,False,True,False,False,False,False,True,False
530,2017,103903,19804.85,False,False,True,False,False,False,True,False,False,False,False,False,True
531,2021,98401,16079.95,False,False,False,True,False,False,False,False,False,True,False,False,True
532,2016,28225,24588.75,False,True,False,False,False,False,False,False,True,False,False,False,True
533,2015,65064,23746.9,False,False,False,False,True,True,False,False,False,False,True,False,False
534,2011,69323,27533.85,True,False,False,False,False,True,False,False,False,False,False,False,True
535,2015,26418,25679.2,True,False,False,False,False,False,False,False,True,False,False,True,False
536,2015,32282,25385.9,False,False,False,True,False,False,False,True,False,False,True,False,False
537,2011,134292,24285.4,False,False,False,False,True,False,True,False,False,False,False,False,True
538,2010,121868,25906.6,False,True,False,False,False,False,False,True,False,False,True,False,False
539,2011,106621,25669.05,False,True,False,False,False,False,False,False,False,True,True,False,False
540,2022,28261,18586.95,False,False,True,False,False,False,False,False,False,True,False,False,True
541,2010,42099,29895.05,False,False,False,True,False,False,False,False,True,False,False,False,True
542,2020,28846,20557.8,False,False,True,False,False,False,False,True,False,False,False,True,False
543,2010,123140,25842.9,False,False,False,False,True,False,False,False,False,True,False,True,False
544,2015,120715,20964.25,True,False,False,False,False,False,False,True,False,False,True,False,False
545,2013,56750,26162.6,False,True,False,False,False,False,False,True,False,False,False,True,False
546,2018,61510,20924.6,True,False,False,False,False,False,False,True,False,False,False,False,True
547,2022,54507,17274.65,False,True,False,False,False,False,False,True,False,False,True,False,False
548,2018,78256,20087.3,False,False,True,False,False,False,False,True,False,False,True,False,False
549,2015,99084,22045.9,False,True,False,False,False,False,False,False,True,False,True,False,False
550,2015,51625,24418.85,False,False,False,True,False,False,True,False,False,False,True,False,False
551,2022,73222,16338.9,False,False,False,True,False,False,True,False,False,False,False,True,False
552,2015,49624,24518.9,False,False,False,False,True,False,False,False,True,False,True,False,False
553,2021,81288,16935.699999999997,False,False,True,False,False,False,False,False,False,True,False,False,True
554,2014,133552,21322.5,False,False,False,True,False,False,False,False,False,True,True,False,False
555,2022,85718,15714.2,True,False,False,False,False,True,False,False,False,False,True,False,False
556,2018,136822,17159.0,False,False,True,False,False,False,False,True,False,False,True,False,False
557,2010,100958,26952.2,True,False,False,False,False,True,False,False,False,False,True,False,False
558,2022,110420,14479.1,False,False,True,False,False,False,False,True,False,False,False,False,True
559,2017,149439,17528.05,True,False,False,False,False,False,False,False,False,True,False,False,True
560,2018,112050,18397.6,True,False,False,False,False,False,True,False,False,False,True,False,False
561,2015,24487,25775.75,False,False,True,False,False,False,False,False,True,False,False,True,False
562,2021,82355,16882.35,False,False,False,False,True,True,False,False,False,False,False,False,True
563,2022,11057,19447.25,False,False,False,True,False,False,False,False,True,False,True,False,False
564,2016,114976,20251.3,False,True,False,False,False,False,True,False,False,False,False,False,True
565,2021,31087,19445.65,False,False,True,False,False,True,False,False,False,False,True,False,False
566,2018,65155,20742.25,True,False,False,False,False,False,False,False,False,True,False,False,True
567,2022,87360,15631.9,True,False,False,False,False,True,False,False,False,False,False,False,True
568,2022,83446,15827.7,True,False,False,False,False,False,False,False,True,False,False,False,True
569,2018,144159,16792.149999999998,False,False,False,True,False,False,True,False,False,False,True,False,False
570,2021,126747,14662.75,False,True,False,False,False,False,True,False,False,False,True,False,False
571,2014,105007,22749.75,False,True,False,False,False,False,False,False,False,True,True,False,False
572,2010,131693,25415.45,False,False,True,False,False,True,False,False,False,False,True,False,False
573,2022,125405,13729.85,False,False,False,False,True,False,False,False,False,True,True,False,False
574,2010,64157,28792.25,True,False,False,False,False,False,True,False,False,False,True,False,False
575,2022,137639,13118.05,False,False,False,True,False,True,False,False,False,False,True,False,False
576,2014,56259,25187.15,False,True,False,False,False,True,False,False,False,False,False,False,True
577,2010,70775,28461.35,False,False,False,False,True,True,False,False,False,False,True,False,False
578,2017,35981,23201.05,True,False,False,False,False,False,True,False,False,False,True,False,False
579,2016,52022,23398.9,True,False,False,False,False,False,False,False,False,True,True,False,False
580,2014,87329,23633.55,True,False,False,False,False,True,False,False,False,False,False,False,True
581,2017,12288,24385.7,False,False,False,False,True,False,False,False,False,True,True,False,False
582,2022,142482,12875.9,False,False,True,False,False,False,False,True,False,False,True,False,False
583,2011,35805,29209.85,False,False,True,False,False,False,False,False,True,False,True,False,False
584,2015,91550,22422.6,False,False,False,True,False,False,False,True,False,False,False,False,True
585,2020,125852,15707.4,True,False,False,False,False,True,False,False,False,False,True,False,False
586,2013,29419,27529.15,False,False,False,True,False,True,False,False,False,False,True,False,False
587,2017,82000,20900.1,False,False,False,False,True,True,False,False,False,False,True,False,False
588,2016,93459,21327.15,True,False,False,False,False,False,False,True,False,False,False,False,True
589,2018,27846,22607.6,False,False,True,False,False,False,False,True,False,False,True,False,False
590,2018,13723,23313.85,False,False,False,True,False,False,True,False,False,False,True,False,False
591,2011,143351,23832.55,False,False,False,False,True,False,True,False,False,False,True,False,False
592,2015,80511,22974.55,False,False,False,False,True,False,False,True,False,False,True,False,False
593,2022,98546,15072.7,False,False,True,False,False,False,False,True,False,False,False,False,True
594,2022,66060,16697.1,False,False,True,False,False,True,False,False,False,False,True,False,False
595,2010,129583,25520.85,True,False,False,False,False,False,False,False,True,False,True,False,False
596,2019,24578,21771.2,False,True,False,False,False,False,False,False,True,False,False,False,True
597,2011,16447,30177.65,False,True,False,False,False,True,False,False,False,False,False,False,True
598,2014,52705,25364.85,True,False,False,False,False,False,False,True,False,False,True,False,False
599,2012,39118,28044.2,False,False,False,False,True,True,False,False,False,False,True,False,False
600,2012,139087,23045.75,False,False,False,False,True,True,False,False,False,False,True,False,False
601,2016,129611,19519.45,False,False,False,False,True,False,False,False,False,True,False,True,False
602,2014,82880,23856.1,True,False,False,False,False,False,False,False,True,False,True,False,False
603,2017,105416,19729.2,False,False,False,True,False,True,False,False,False,False,True,False,False
604,2012,134181,23291.05,False,True,False,False,False,False,False,False,True,False,False,False,True
605,2016,80795,21960.25,False,False,False,False,True,False,False,True,False,False,True,False,False
606,2014,21339,26933.15,False,False,True,False,False,False,False,False,False,True,True,False,False
607,2013,48480,26576.1,False,False,False,True,False,False,False,False,True,False,False,False,True
608,2012,133111,23344.55,True,False,False,False,False,False,False,False,False,True,False,False,True
609,2012,112469,24376.65,False,False,True,False,False,False,False,False,False,True,False,False,True
610,2012,73578,26321.2,False,False,False,True,False,False,False,False,False,True,True,False,False
611,2011,118056,25097.3,False,True,False,False,False,True,False,False,False,False,True,False,False
612,2011,57879,28105.95,False,False,False,False,True,False,True,False,False,False,True,False,False
613,2018,65718,20714.1,False,False,False,True,False,False,True,False,False,False,True,False,False
614,2021,60272,17986.5,False,False,False,True,False,False,False,False,True,False,False,True,False
615,2010,54344,29282.7,False,False,False,True,False,False,True,False,False,False,True,False,False
616,2014,106646,22667.7,True,False,False,False,False,False,False,False,False,True,False,False,True
617,2013,66247,25687.75,True,False,False,False,False,False,False,True,False,False,False,False,True
618,2021,40122,18994.0,True,False,False,False,False,False,False,False,True,False,True,False,False
619,2017,18119,24094.05,False,True,False,False,False,False,False,False,False,True,False,False,True
620,2010,121674,25916.2,False,False,True,False,False,False,True,False,False,False,True,False,False
621,2020,107058,16647.0,False,False,False,False,True,False,True,False,False,False,True,False,False
622,2014,99627,23018.550000000003,False,False,False,True,False,False,False,False,True,False,True,False,False
623,2016,95531,21223.55,False,False,False,True,False,False,True,False,False,False,True,False,False
624,2012,98006,25099.8,False,False,False,False,True,False,True,False,False,False,False,False,True
625,2017,96018,20199.2,False,False,True,False,False,False,False,True,False,False,True,False,False
626,2012,13306,29334.8,False,True,False,False,False,False,True,False,False,False,False,False,True
627,2012,61491,26925.45,True,False,False,False,False,False,False,False,True,False,True,False,False
628,2018,51008,21449.6,True,False,False,False,False,True,False,False,False,False,True,False,False
629,2016,102895,20855.25,False,True,False,False,False,False,False,False,False,True,True,False,False
630,2014,29491,26525.55,True,False,False,False,False,False,False,False,True,False,True,False,False
631,2017,39333,23033.45,False,False,True,False,False,False,False,False,True,False,False,True,False
632,2014,28350,26582.6,False,True,False,False,False,True,False,False,False,False,True,False,False
633,2020,116611,16169.55,False,False,True,False,False,False,False,False,True,False,False,True,False
634,2013,29909,27504.65,False,False,False,False,True,False,False,False,True,False,False,True,False
635,2010,136821,25159.05,True,False,False,False,False,False,True,False,False,False,False,False,True
636,2014,80948,23952.7,False,False,False,False,True,True,False,False,False,False,True,False,False
637,2014,71453,24427.45,True,False,False,False,False,False,True,False,False,False,True,False,False
638,2010,116617,26169.15,True,False,False,False,False,False,False,False,False,True,True,False,False
639,2017,131649,18417.65,False,False,False,False,True,False,False,False,False,True,True,False,False
640,2010,114848,26257.7,False,False,True,False,False,True,False,False,False,False,True,False,False
641,2014,17168,27141.6,False,False,True,False,False,False,False,True,False,False,False,False,True
642,2010,47014,29649.4,False,False,False,False,True,False,False,False,True,False,True,False,False
643,2012,116576,24171.1,False,True,False,False,False,False,False,True,False,False,True,False,False
644,2019,53540,20323.0,False,False,False,True,False,False,True,False,False,False,True,False,False
645,2021,149648,13517.7,False,False,True,False,False,True,False,False,False,False,False,False,True
646,2010,123807,25809.75,False,False,True,False,False,True,False,False,False,False,True,False,False
647,2014,96707,23164.75,False,False,True,False,False,False,True,False,False,False,False,True,False
648,2018,88234,19588.3,False,False,False,True,False,True,False,False,False,False,True,False,False
649,2014,90705,23464.75,False,False,False,True,False,False,False,False,False,True,True,False,False
650,2021,142456,13877.3,False,False,True,False,False,True,False,False,False,False,False,False,True
651,2020,19789,21010.55,False,False,True,False,False,False,False,False,False,True,False,False,True
652,2018,88406,19579.7,False,True,False,False,False,False,True,False,False,False,False,False,True
653,2019,131966,16401.7,False,False,False,False,True,False,False,False,False,True,False,True,False
654,2022,33316,18334.2,False,False,True,False,False,True,False,False,False,False,True,False,False
655,2020,55979,19201.15,False,False,False,True,False,False,False,False,True,False,False,False,True
656,2022,127604,13619.9,False,False,False,False,True,False,False,False,False,True,False,True,False
657,2019,140224,15988.8,False,False,False,False,True,True,False,False,False,False,False,False,True
658,2016,121615,19919.35,False,False,True,False,False,True,False,False,False,False,True,False,False
659,2022,107782,14611.0,True,False,False,False,False,False,False,True,False,False,True,False,False
660,2011,124052,24797.4,False,False,False,False,True,False,False,False,False,True,True,False,False
661,2019,104878,17756.199999999997,False,False,False,True,False,True,False,False,False,False,True,False,False
662,2021,64317,17784.25,False,False,True,False,False,True,False,False,False,False,True,False,False
663,2012,143456,22827.3,False,False,True,False,False,False,False,False,False,True,True,False,False
664,2016,98304,21084.9,False,False,True,False,False,False,False,False,False,True,True,False,False
665,2021,122918,14854.2,True,False,False,False,False,False,False,False,True,False,False,False,True
666,2010,14506,31274.7,True,False,False,False,False,False,False,True,False,False,False,True,False
667,2013,24945,27752.85,False,False,True,False,False,False,True,False,False,False,False,True,False
668,2013,13416,28329.3,False,True,False,False,False,True,False,False,False,False,True,False,False
669,2020,24393,20780.35,False,False,False,True,False,True,False,False,False,False,False,False,True
670,2021,136237,14188.05,True,False,False,False,False,False,True,False,False,False,True,False,False
671,2020,31470,20426.6,False,False,True,False,False,False,False,False,False,True,True,False,False
672,2021,63376,17831.3,False,False,True,False,False,True,False,False,False,False,True,False,False
673,2022,85972,15701.5,False,False,True,False,False,False,False,False,False,True,True,False,False
674,2017,54466,22276.8,False,False,False,False,True,False,True,False,False,False,False,False,True
675,2011,103788,25810.7,False,False,False,True,False,False,True,False,False,False,True,False,False
676,2011,87442,26628.0,False,False,True,False,False,False,False,False,False,True,True,False,False
677,2011,76042,27197.9,False,True,False,False,False,True,False,False,False,False,False,False,True
678,2013,36544,27172.9,False,False,True,False,False,False,False,False,True,False,True,False,False
679,2014,109684,22515.7,False,False,False,True,False,True,False,False,False,False,True,False,False
680,2013,81670,24916.6,False,True,False,False,False,False,False,True,False,False,False,False,True
681,2018,97881,19106.05,False,False,False,True,False,True,False,False,False,False,True,False,False
682,2021,52464,18376.9,False,False,True,False,False,False,False,False,False,True,False,True,False
683,2013,121745,22912.85,False,True,False,False,False,False,False,False,True,False,True,False,False
684,2014,103515,22824.35,False,False,True,False,False,False,False,False,True,False,False,False,True
685,2020,30823,20458.95,False,True,False,False,False,False,True,False,False,False,True,False,False
686,2012,149794,22510.4,False,False,False,True,False,True,False,False,False,False,True,False,False
687,2017,16738,24163.1,True,False,False,False,False,False,False,True,False,False,True,False,False
688,2014,54608,25269.7,False,False,False,True,False,False,True,False,False,False,True,False,False
689,2022,47702,17615.0,False,False,False,True,False,True,False,False,False,False,True,False,False
690,2021,61150,17942.6,False,True,False,False,False,False,True,False,False,False,True,False,False
691,2020,62934,18853.4,False,False,False,True,False,False,False,False,True,False,True,False,False
692,2021,111050,15447.5,False,False,False,False,True,False,False,False,True,False,True,False,False
693,2013,139970,22001.6,False,False,False,True,False,False,True,False,False,False,True,False,False
694,2019,48268,20586.6,False,False,False,False,True,True,False,False,False,False,True,False,False
695,2013,102622,23868.9,False,True,False,False,False,False,False,False,True,False,True,False,False
696,2014,58577,25071.25,False,True,False,False,False,False,False,True,False,False,True,False,False
697,2017,97843,20107.95,False,True,False,False,False,False,True,False,False,False,False,False,True
698,2022,29471,18526.45,False,True,False,False,False,False,True,False,False,False,True,False,False
699,2013,39120,27044.1,True,False,False,False,False,False,True,False,False,False,False,True,False
700,2012,20345,28982.85,False,False,False,False,True,False,True,False,False,False,False,False,True
701,2010,65181,28740.95,False,True,False,False,False,False,False,False,False,True,False,False,True
702,2017,91498,20425.1,False,True,False,False,False,False,True,False,False,False,True,False,False
703,2014,144681,20766.05,False,False,False,True,False,True,False,False,False,False,True,False,False
704,2019,122038,16898.199999999997,True,False,False,False,False,False,False,True,False,False,False,False,True
705,2020,136729,15163.45,False,False,False,False,True,False,True,False,False,False,True,False,False
