url,words,no_of_forms,no_of_iframes,missing_title,title_length,favicon,status,domain_length,domain_tld,domain_digits,domain_dots,domain_hyphens,domain_special,is_subdir,length,protocol,digits,specials,dots,hyphens,single_slashes,commas,tlides,qms,ands,eqs,underscores,percentages,www,domain_ratio,ratio
https://www.havwoods.co.uk/,4,1,1,0,13,1,0,18,co.uk,0,3,0,3,0,27,2,0,7,3,0,3,0,0,0,0,0,0,0,1,0,0
http://fsymbols.com/keyboard/windows/layouts/,9,0,0,0,8,1,0,12,com,0,1,0,1,1,45,1,0,8,1,0,6,0,0,0,0,0,0,0,0,0,0
http://www.expertsystem.com/10-text-mining-examples/,8,0,1,0,13,1,0,20,com,0,2,0,2,1,52,1,2,10,2,3,4,0,0,0,0,0,0,0,1,0,20.0
http://www.thefreedictionary.com/portal,6,1,0,0,9,1,0,25,com,0,2,0,2,1,39,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://disneyfairies2005-2007.tumblr.com,7,0,4,0,3,1,0,33,com,8,2,1,3,0,40,1,8,6,2,1,2,0,0,0,0,0,0,0,0,2.75,3.25
http://www.fogscreen.com/,4,3,0,0,6,1,0,17,com,0,2,0,2,0,25,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://technet.microsoft.com/en-us/library/bb457182.aspx,6,0,0,0,6,0,0,21,com,0,2,0,2,1,57,2,6,10,3,1,5,0,0,0,0,0,0,0,0,0,6.83
https://en.wikipedia.org/wiki/Residential_gateway,7,1,0,0,4,1,0,16,org,0,2,0,2,1,49,2,0,8,2,0,4,0,0,0,0,0,1,0,0,0,0
http://www.edenbridgetown.com/ethics/reference/war/un_res_1441.shtml,7,0,0,0,4,1,0,22,com,0,2,0,2,1,68,1,4,12,3,0,6,0,0,0,0,0,2,0,1,0,13.0
http://queryshark.blogspot.com/,4,0,0,0,2,1,0,23,com,0,2,0,2,0,31,1,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
http://www.ehow.com/how_5910412_make-fingerprint-jewelry.html,9,1,0,0,7,1,0,12,com,0,2,0,2,1,61,1,7,11,3,2,3,0,0,0,0,0,2,0,1,0,6.14
http://pinkskky.blogspot.ru/2011/11/typeface-poster.html,6,0,0,0,3,1,0,20,ru,0,2,0,2,1,56,1,6,10,3,1,5,0,0,0,0,0,0,0,0,0,6.67
https://www.supersamastore.it/,6,5,0,0,16,1,0,21,it,0,2,0,2,0,30,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.allquests.com/question/2248296-1/,6,0,0,0,1,0,0,17,com,0,2,0,2,1,44,1,8,9,2,1,5,0,0,0,0,0,0,0,1,0,3.38
https://nationalcareersservice.direct.gov.uk/job-profiles/bodyguard,9,1,1,0,8,1,0,36,gov.uk,0,3,0,3,1,67,2,0,9,3,1,4,0,0,0,0,0,0,0,0,0,0
https://www.littlerockstore.com/,6,3,1,0,12,1,0,23,com,0,2,0,2,0,32,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.cintac.cl/,4,0,2,0,10,1,0,13,cl,0,2,0,2,0,22,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.ondre.com/,4,3,5,0,3,0,0,13,com,0,2,0,2,0,22,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.carbonify.com/articles/kyoto-protocol.htm,7,0,0,0,5,0,0,17,com,0,2,0,2,1,52,1,0,9,3,1,4,0,0,0,0,0,0,0,1,0,0
http://www.goodhousekeeping.com/life/entertainment/g2932/mickey-mouse-club-cast-members-then-and-now/,12,0,0,0,16,1,0,24,com,0,2,0,2,1,101,1,4,17,2,7,7,0,0,0,0,0,0,0,1,0,20.0
http://www.ehow.com/facts_6806326_peer-support-specialist-job-description.html,9,2,1,0,10,1,0,12,com,0,2,0,2,1,78,1,7,13,3,4,3,0,0,0,0,0,2,0,1,0,8.29
https://freedomfromnarcissisticandemotionalabuse.weebly.com/,9,0,0,0,1,0,0,51,com,0,2,0,2,0,60,2,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
https://docs.oracle.com/html/E13712_04/sessions.htm,6,0,0,0,5,0,0,15,com,0,2,0,2,1,51,2,7,10,3,0,5,0,0,0,0,0,1,0,0,0,4.86
https://www.alta.ru/,4,3,0,0,7,1,0,11,ru,0,2,0,2,0,20,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.healthdisasteroc.org/,4,1,0,0,11,1,0,24,org,0,2,0,2,0,32,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://pdpics.com/,2,1,1,0,7,0,0,10,com,0,1,0,1,0,18,1,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0
https://www.jugendmigrationsdienste.de/,5,3,0,0,2,1,0,30,de,0,2,0,2,0,39,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.salesforce.com/saas/,5,0,1,0,9,1,0,18,com,0,2,0,2,1,32,2,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
https://www.ajilon.com/,4,1,1,0,7,1,0,14,com,0,2,0,2,0,23,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.google.co.in/patents/US4394828,6,0,0,0,10,0,0,16,co.in,0,3,0,3,1,41,1,7,8,3,0,4,0,0,0,0,0,0,0,1,0,3.71
https://www.ticketweb.com/,5,2,1,0,8,1,0,17,com,0,2,0,2,0,26,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://portal.wecreatestuff.com/,6,0,0,0,4,0,0,24,com,0,2,0,2,0,32,1,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
https://www.balbooa.com/,4,0,0,0,6,1,0,15,com,0,2,0,2,0,24,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.eeherald.com/section/design-guide/esmod12.html,7,1,0,0,10,0,0,16,com,0,2,0,2,1,57,1,2,10,3,1,5,0,0,0,0,0,0,0,1,0,22.5
http://www.flashdesire.com/,4,0,0,0,31,1,0,19,com,0,2,0,2,0,27,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.techmesto.com/best-file-managers-windows-phone/,8,5,0,0,9,1,0,17,com,0,2,0,2,1,59,2,0,11,2,4,4,0,0,0,0,0,0,0,1,0,0
https://www.juristenkoffer.de/,6,0,0,0,9,1,0,21,de,0,2,0,2,0,30,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.centos.org/forums/viewtopic.php?t=53969,7,3,0,0,11,0,0,14,org,0,2,0,2,1,51,2,5,10,3,0,4,0,0,1,0,1,0,0,1,0,7.2
http://careers.stateuniversity.com/pages/7710/Bodyguard.html,9,1,0,0,25,0,0,27,com,0,2,0,2,1,60,1,4,9,3,0,5,0,0,0,0,0,0,0,0,0,11.75
https://www.azchords.com/m/machinetranslations-tabs-62768/amnesia1-tabs-864781.html,10,1,0,0,8,0,0,16,com,0,2,0,2,1,83,2,12,13,3,4,5,0,0,0,0,0,0,0,1,0,4.83
http://www.protocols.com/,4,0,0,0,1,0,0,17,com,0,2,0,2,0,25,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://en.rfwiki.org/wiki/Voltaire_(musician),5,0,0,0,4,1,0,13,org,0,2,0,2,1,45,1,0,10,2,0,4,0,0,0,0,0,1,0,0,0,0
http://www.wikihow.com/Use-a-Computer-Mouse,4,2,0,0,12,1,0,15,com,0,2,0,2,1,43,1,0,9,2,3,3,0,0,0,0,0,0,0,1,0,0
https://www.reliablesoft.net/difference-between-digital-marketing-and-social-media/,14,1,0,0,7,1,0,20,net,0,2,0,2,1,83,2,0,13,2,6,4,0,0,0,0,0,0,0,1,0,0
https://www.scribd.com/doc/22594454/ADVANTAGES-OF-FIREWALL,5,1,1,0,11,1,0,14,com,0,2,0,2,1,58,2,8,10,2,2,5,0,0,0,0,0,0,0,1,0,5.0
http://encyclopedia2.thefreedictionary.com/MultiMediaCard,9,1,0,0,9,1,0,35,com,1,2,0,2,1,57,1,1,6,2,0,3,0,0,0,0,0,0,0,0,32.0,50.0
https://www.computerhope.com/jargon/c/compactd.htm,9,2,0,0,5,1,0,20,com,0,2,0,2,1,50,2,0,9,3,0,5,0,0,0,0,0,0,0,1,0,0
https://www.evcilbesinleri.com/,4,1,0,0,10,1,0,22,com,0,2,0,2,0,31,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.archdaily.com/search/projects/categories/transportation-hub,11,2,1,0,4,1,0,17,com,0,2,0,2,1,70,1,0,10,2,1,6,0,0,0,0,0,0,0,1,0,0
https://www.linkedin.com/jobs/signal-processing-engineer-jobs,10,7,0,0,10,1,0,16,com,0,2,0,2,1,61,2,0,10,2,3,4,0,0,0,0,0,0,0,1,0,0
https://www.sgclouisville.org/,4,0,1,0,5,1,0,21,org,0,2,0,2,0,30,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.seltmannundsoehne.de/,4,24,0,0,2,0,0,24,de,0,2,0,2,0,32,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.sparmedo.de/,4,3,0,0,6,1,0,15,de,0,2,0,2,0,24,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.tutorialspoint.com/javascript/javascript_date_object.htm,8,0,0,0,5,1,0,22,com,0,2,0,2,1,67,1,0,10,3,0,4,0,0,0,0,0,2,0,1,0,0
https://www.prepressure.com/library/paper-size/tabloid-or-ledger,11,3,0,0,11,0,0,19,com,0,2,0,2,1,64,2,0,11,2,3,5,0,0,0,0,0,0,0,1,0,0
https://www.slideshare.net/kshitiz_goel/open-source-revenue-model,10,1,1,0,6,1,0,18,net,0,2,0,2,1,65,2,0,11,2,3,4,0,0,0,0,0,1,0,1,0,0
https://www.mephisto.com/,4,2,2,0,11,1,0,16,com,0,2,0,2,0,25,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://xahlee.info/kbd/dvorak_vs_colemak.html,5,0,0,0,3,0,0,11,info,0,1,0,1,1,45,1,0,9,2,0,4,0,0,0,0,0,2,0,0,0,0
https://www.aace.com,4,0,1,0,6,1,0,12,com,0,2,0,2,0,20,2,0,5,2,0,2,0,0,0,0,0,0,0,1,0,0
http://www.sharon-mann.com/en/about,4,0,1,0,11,1,0,19,com,0,2,1,3,1,35,1,0,8,2,1,4,0,0,0,0,0,0,0,1,0,0
http://mickey.disney.com/,5,2,0,0,6,1,0,17,com,0,2,0,2,0,25,1,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
http://computer.howstuffworks.com/computer-memory1.htm,10,3,1,0,5,1,0,26,com,0,2,0,2,1,54,1,1,8,3,1,3,0,0,0,0,0,0,0,0,0,45.0
https://www.learn4good.com/games/adventure.htm,8,3,0,0,12,0,0,18,com,1,2,0,2,1,46,2,1,8,3,0,4,0,0,0,0,0,0,0,1,15.0,37.0
http://dodcio.defense.gov/Open-Source-Software-FAQ/,7,1,0,0,4,0,0,18,gov,0,2,0,2,1,51,1,0,10,2,3,4,0,0,0,0,0,0,0,0,0,0
https://www.switchplus.ch/,5,1,1,0,8,1,0,17,ch,0,2,0,2,0,26,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://everything.explained.today/Bridge_scoring/,9,1,0,0,3,0,0,26,today,0,2,0,2,1,49,1,0,8,2,0,4,0,0,0,0,0,1,0,0,0,0
https://pinpinxiangcy.world.tmall.com/,6,0,0,0,2,1,0,29,com,0,3,0,3,0,38,2,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0
http://www.slideserve.com/zizi/firewalls,6,1,0,0,9,1,0,18,com,0,2,0,2,1,40,1,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
https://www.destructoid.com/meet-the-winner-of-nintendo-power-s-the-mask-ii-contest-287112.phtml,12,1,1,0,12,1,0,19,com,0,2,0,2,1,96,2,6,18,3,11,3,0,0,0,0,0,0,0,1,0,12.0
https://www.tribute.ca/movies/fantastic-beasts-and-where-to-find-them/114380/,12,2,1,0,15,1,0,14,ca,0,2,0,2,1,77,2,6,15,2,6,6,0,0,0,0,0,0,0,1,0,9.33
https://opensource.com/life/15/4/how-get-involved-open-source-hardware-association,12,2,0,0,12,1,0,14,com,0,1,0,1,1,82,2,3,14,1,6,6,0,0,0,0,0,0,0,0,0,21.67
http://abouthappybirthday.blogspot.com,5,0,0,0,15,1,0,31,com,0,2,0,2,0,38,1,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0
https://www.quackit.com/sql_server/sql_server_2014/tutorial/sql_server_management_studio.cfm,12,2,0,0,6,1,0,15,com,0,2,0,2,1,92,2,4,16,3,0,6,0,0,0,0,0,6,0,1,0,18.0
http://iptv-work.at.ua/publ/iptv_playlist_18/iptv_playlist_2015_adult_18/2-1-0-36,9,0,0,0,5,0,0,15,ua,0,2,1,3,1,81,1,13,19,2,4,6,0,0,0,0,0,6,0,0,0,3.77
http://www.leagle.com/,4,2,0,0,10,1,0,14,com,0,2,0,2,0,22,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.youngpussypic.com/,4,1,0,0,11,0,0,21,com,0,2,0,2,0,29,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.besanttechnologies.com/,5,4,0,0,10,1,0,26,com,0,2,0,2,0,35,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.shansonprofi.ru/,4,2,2,0,2,0,0,19,ru,0,2,0,2,0,27,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.healthline.com/health/peripheral-vascular-disease,11,0,2,0,8,1,0,18,com,0,2,0,2,1,60,1,0,9,2,2,4,0,0,0,0,0,0,0,1,0,0
http://www.calgary.ca/cps/Pages/Traffic/Collisions.aspx,7,1,0,0,1,1,0,14,ca,0,2,0,2,1,55,1,0,10,3,0,6,0,0,0,0,0,0,0,1,0,0
https://investinus.org/save-children-action-network/,10,0,0,0,9,0,0,14,org,0,1,0,1,1,52,2,0,9,1,3,4,0,0,0,0,0,0,0,0,0,0
https://en.wikipedia.org/wiki/Internet_radio_device,9,1,0,0,5,1,0,16,org,0,2,0,2,1,51,2,0,9,2,0,4,0,0,0,0,0,2,0,0,0,0
https://www.floraprima.de/,5,0,1,0,7,1,0,17,de,0,2,0,2,0,26,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://schnurrberg.ch,4,0,0,0,1,1,0,14,ch,0,1,0,1,0,21,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
https://www.comparebroadband.com.au/internet-providers/optus-broadband/,11,3,1,0,9,1,0,27,com.au,0,3,0,3,1,71,2,0,11,3,2,5,0,0,0,0,0,0,0,1,0,0
http://amagyartermek.hu,4,1,1,0,4,1,0,16,hu,0,1,0,1,0,23,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
http://www.wordstream.com/blog/ws/2015/04/30/seo-basics,7,3,1,0,9,1,0,18,com,0,2,0,2,1,55,1,8,12,2,1,8,0,0,0,0,0,0,0,1,0,4.38
https://www.scilearn.com/,4,1,1,0,6,1,0,16,com,0,2,0,2,0,25,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.erowid.org/plants/mimosa/mimosa.shtml,5,1,0,0,4,0,0,14,org,0,2,0,2,1,49,2,0,9,3,0,5,0,0,0,0,0,0,0,1,0,0
http://www.fiber-optic-tutorial.com/,5,1,1,0,15,0,0,28,com,0,2,2,4,0,36,1,0,8,2,2,3,0,0,0,0,0,0,0,1,0,0
https://www.duvolab.com/,4,4,0,0,11,1,0,15,com,0,2,0,2,0,24,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.mathsisfun.com/number-line.html,5,0,0,0,2,0,0,18,com,0,2,0,2,1,42,1,0,8,3,1,3,0,0,0,0,0,0,0,1,0,0
http://www.mtv.com/artists/spacetime-continuum/,7,0,0,0,2,1,0,11,com,0,2,0,2,1,47,1,0,9,2,1,5,0,0,0,0,0,0,0,1,0,0
https://www.garrettsbridges.com/popsicle-bridges/100-stick-popsicle-bridge-21-howe-truss/,13,2,1,0,18,0,0,23,com,0,2,0,2,1,89,2,5,15,2,7,5,0,0,0,0,0,0,0,1,0,13.8
http://en.academic.ru/dic.nsf/enwiki/27300,4,1,0,0,2,1,0,14,ru,0,2,0,2,1,42,1,5,9,3,0,5,0,0,0,0,0,0,0,0,0,5.6
https://www.walmart.com/cp/cameras-camcorders/133277,8,0,0,0,3,0,0,15,com,0,2,0,2,1,52,2,6,9,2,1,5,0,0,0,0,0,0,0,1,0,6.17
http://www.slate.com/blogs/the_eye/2013/10/14/grand_budapest_hotel_poster_and_typeface_futura_is_out_and_wes_anderson.html,13,1,0,0,16,1,0,13,com,0,2,0,2,1,122,1,8,24,3,0,8,0,0,0,0,0,12,0,1,0,11.25
https://perfactshop.myshopify.com/,4,2,0,0,2,0,0,25,com,0,2,0,2,0,34,2,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
http://whatis.techtarget.com/definition/menu-bar,7,1,2,0,3,1,0,21,com,0,2,0,2,1,48,1,0,8,2,1,4,0,0,0,0,0,0,0,0,0,0
http://ohi.im,2,0,0,0,8,1,0,6,im,0,1,0,1,0,13,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
http://variety.com/gallery/the-mickey-mouse-club-famous-members/,11,0,1,0,6,1,0,11,com,0,1,0,1,1,64,1,0,12,1,5,5,0,0,0,0,0,0,0,0,0,0
https://www.theguardian.com/sport/australian-open,8,1,0,0,7,1,0,19,com,0,2,0,2,1,49,2,0,8,2,1,4,0,0,0,0,0,0,0,1,0,0
http://www.gesundheitsthema.de/,5,0,0,0,1,0,0,23,de,0,2,0,2,0,31,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://electrojesus.es/,5,0,0,0,9,1,0,15,es,0,1,0,1,0,24,2,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0
https://commons.wikimedia.org/wiki/Category:United_States_Pacific_Command,13,1,0,0,7,1,0,21,org,0,2,0,2,1,73,2,0,11,2,0,4,0,0,0,0,0,3,0,0,0,0
http://www.polomka.sk/,4,1,2,0,7,1,0,14,sk,0,2,0,2,0,22,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.edgecombe.edu/programs/health-sciences/computed-tomography-technology/,14,2,0,0,7,1,0,17,edu,0,2,0,2,1,82,2,0,12,2,3,6,0,0,0,0,0,0,0,1,0,0
https://www.aubert.com/,4,5,1,0,12,1,0,14,com,0,2,0,2,0,23,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.soundjay.com/dial-up-modem-sound-effect.html,8,0,0,0,9,0,0,16,com,0,2,0,2,1,56,2,0,11,3,4,3,0,0,0,0,0,0,0,1,0,0
https://www.google.td/?gws_rd=ssl,4,1,0,0,1,0,0,13,td,0,2,0,2,1,33,2,0,9,2,0,3,0,0,1,0,1,1,0,1,0,0
http://highered.mheducation.com/sites/0072943696/student_view0/chapter3/animation__dna_replication__quiz_1_.html,13,14,0,0,5,0,0,24,com,0,2,0,2,1,112,1,13,19,3,0,7,0,0,0,0,0,8,0,0,0,6.15
https://www.unlimitedrecharge.com/Views/Home/Main.aspx,5,1,4,0,2,1,0,25,com,0,2,0,2,1,54,2,0,9,3,0,5,0,0,0,0,0,0,0,1,0,0
http://www.ehow.com/about_4728052_what-transaction-account.html,9,0,1,0,8,1,0,12,com,0,2,0,2,1,63,1,7,11,3,2,3,0,0,0,0,0,2,0,1,0,6.43
http://www.thaithesims4.com/,4,2,0,0,4,1,0,20,com,1,2,0,2,0,28,1,1,6,2,0,3,0,0,0,0,0,0,0,1,17.0,21.0
http://thegreatcomicbookheroes.blogspot.com/,5,0,0,0,5,1,0,36,com,0,2,0,2,0,44,1,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
https://www.peeayecreative.com/,4,1,1,0,10,1,0,22,com,0,2,0,2,0,31,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.thecasuallounge.ch/,6,1,1,0,5,1,0,22,ch,0,2,0,2,0,31,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.advancefamilyplanning.org/,6,1,0,0,7,1,0,29,org,0,2,0,2,0,38,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.portablefreeware.com/?id=1300,5,1,0,0,7,1,0,24,com,0,2,0,2,1,41,2,4,8,2,0,3,0,0,1,0,1,0,0,1,0,7.25
https://katiepiperfoundation.org.uk/,6,1,0,0,7,0,0,27,org.uk,0,2,0,2,0,36,2,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
http://alumica.by,2,6,3,0,9,1,0,10,by,0,1,0,1,0,17,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
https://www.msdsdigital.com/,4,0,0,0,18,1,0,19,com,0,2,0,2,0,28,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.consumeraffairs.com/internet/internet_services.htm,9,6,1,0,11,1,0,23,com,0,2,0,2,1,62,2,0,9,3,0,4,0,0,0,0,0,1,0,1,0,0
http://www.dictionary.com/browse/mimosa,6,2,0,0,7,1,0,18,com,0,2,0,2,1,39,1,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
https://www.merriam-webster.com/dictionary/ionosphere,9,3,1,0,6,1,0,23,com,0,2,1,3,1,53,2,0,8,2,1,4,0,0,0,0,0,0,0,1,0,0
http://www.w3.org/TR/speech-synthesis/,5,0,0,0,7,0,0,10,org,1,2,0,2,1,38,1,1,9,2,1,5,0,0,0,0,0,0,0,1,7.0,28.0
http://www.answers.com/Q/Why_does_your_computer_shutdown_when_you_plug_in_your_USB_memory_stick,12,3,1,0,15,1,0,15,com,0,2,0,2,1,95,1,0,19,2,0,4,0,0,0,0,0,12,0,1,0,0
https://ru.wikipedia.org/wiki/Tunnel_of_Love_(%D0%B0%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC),8,1,0,0,6,1,0,16,org,0,2,0,2,1,83,2,9,24,2,0,4,0,0,0,0,0,3,12,0,0,5.56
http://eudesign.com/mnems/portstar.htm,6,0,0,0,4,0,0,12,com,0,1,0,1,1,38,1,0,7,2,0,4,0,0,0,0,0,0,0,0,0,0
https://www.nellyaliphotography.com/,6,0,2,0,11,1,0,27,com,0,2,0,2,0,36,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.sxsw.com/,4,1,2,0,8,1,0,12,com,0,2,0,2,0,21,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://rgzbgroup.hk,4,0,0,0,2,0,0,12,hk,0,1,0,1,0,19,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
http://www.nbc.com/nbc-nightly-news,4,0,0,0,8,1,0,11,com,0,2,0,2,1,35,1,0,8,2,2,3,0,0,0,0,0,0,0,1,0,0
http://www.karatebyjesse.com/,5,0,1,0,6,1,0,21,com,0,2,0,2,0,29,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://en.wikipedia.org/wiki/List_of_CNN_personnel,5,1,0,0,6,1,0,16,org,0,2,0,2,1,51,2,0,10,2,0,4,0,0,0,0,0,3,0,0,0,0
https://techterms.com/definition/font,6,2,0,0,7,1,0,13,com,0,1,0,1,1,37,2,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0
http://www.cbsnews.com/cbs-this-morning/,5,0,5,0,16,1,0,15,com,0,2,0,2,1,40,1,0,9,2,2,4,0,0,0,0,0,0,0,1,0,0
http://paleomg.com/3-ingredient-simple-protein-pancakes/,9,5,0,0,12,1,0,11,com,0,1,0,1,1,56,1,1,10,1,4,4,0,0,0,0,0,0,0,0,0,45.0
https://www.columbiawatergardens.com/,6,1,1,0,12,1,0,28,com,0,2,0,2,0,37,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://jobs.jobvite.com/linkedin/jobs,4,2,1,0,7,1,0,16,com,0,2,0,2,1,37,1,0,7,2,0,4,0,0,0,0,0,0,0,0,0,0
https://www.equestriadaily.com/2016/07/discovery-family-hosting-vote-for.html,10,1,1,0,19,1,0,22,com,0,2,0,2,1,77,2,6,13,3,4,5,0,0,0,0,0,0,0,1,0,9.67
http://www.cpf.navy.mil/,4,1,0,0,3,0,0,16,mil,0,3,0,3,0,24,1,0,7,3,0,3,0,0,0,0,0,0,0,1,0,0
http://whatis.techtarget.com/definition/DNS-redirection,8,1,2,0,8,1,0,21,com,0,2,0,2,1,55,1,0,8,2,1,4,0,0,0,0,0,0,0,0,0,0
"http://www.tomsitpro.com/articles/next-generation-firewall-vendors,2-847-2.html",9,1,0,0,8,1,0,17,com,0,2,0,2,1,79,1,5,14,3,5,4,1,0,0,0,0,0,0,1,0,12.0
http://www.freewebarcade.com/game/traffic-collision-2/,9,1,0,0,3,1,0,21,com,0,2,0,2,1,54,1,1,10,2,2,5,0,0,0,0,0,0,0,1,0,43.0
http://www.cnc.com/,4,1,1,0,1,1,0,11,com,0,2,0,2,0,19,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.christiancentury.org/,5,1,1,0,10,1,0,24,org,0,2,0,2,0,33,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.learnersdictionary.com/definition/dynasty,7,0,1,0,7,1,0,26,com,0,2,0,2,1,52,1,0,7,2,0,4,0,0,0,0,0,0,0,1,0,0
https://www.saibaba.us/,4,0,1,0,7,1,0,14,us,0,2,0,2,0,23,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.freedocumentsearch.com/pdf/display-resolution-chart.html,11,0,0,0,1,0,0,26,com,0,2,0,2,1,67,1,0,10,3,2,4,0,0,0,0,0,0,0,1,0,0
https://www.boilersupplies.com/,5,1,1,0,13,1,0,22,com,0,2,0,2,0,31,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.wedkarstwomojapasja.pl/,4,2,0,0,5,1,0,26,pl,0,2,0,2,0,34,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://www.nbcnews.com/,4,3,0,0,18,1,0,15,com,0,2,0,2,0,23,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://iperbole.bologna.it,4,0,0,0,3,1,0,19,bologna.it,0,2,0,2,0,26,1,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0
http://www.thefreedictionary.com/computer+mouse,8,1,0,0,11,1,0,25,com,0,2,0,2,1,47,1,0,7,2,0,3,0,0,0,0,0,0,0,1,0,0
https://rsanzcarrera2.wordpress.com/,7,6,1,0,10,1,0,27,com,1,2,0,2,0,36,2,1,6,2,0,3,0,0,0,0,0,0,0,0,24.0,29.0
https://en.bitcoinwiki.org/wiki/Main_Page,5,1,0,0,3,1,0,18,org,0,2,0,2,1,41,2,0,8,2,0,4,0,0,0,0,0,1,0,0,0,0
http://www.globalsqa.com/,4,1,0,0,3,1,0,17,com,0,2,0,2,0,25,1,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.offshoreenergytoday.com/,6,5,0,0,6,1,0,27,com,0,2,0,2,0,36,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
http://monomaker.blogspot.com/,4,2,0,0,2,1,0,22,com,0,2,0,2,0,30,1,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0
http://www.nic-bank.com/ke/,4,2,1,0,5,1,0,16,com,0,2,1,3,1,27,1,0,8,2,1,4,0,0,0,0,0,0,0,1,0,0
https://www.artflakes.com/,4,3,0,0,14,1,0,17,com,0,2,0,2,0,26,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
https://www.dicksonsfarmstand.com/,7,4,0,0,7,1,0,25,com,0,2,0,2,0,34,2,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0
